C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:37:43

sptypes = 'K'
-------------

Number of objects : 6163

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
5367|SDSS J233614.12-105937.8           |RG*|23 36 14.1275512971 -10 59 37.899440291|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5368|SDSS J233710.79-090855.7           |RG*|23 37 10.7982194726 -09 08 55.658958981|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5369|SDSS J234017.83-091801.9           |RG*|23 40 17.8394959009 -09 18 01.934122749|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5370|SDSS J234113.35-093151.5           |RG*|23 41 13.3450514186 -09 31 51.439334854|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5371|SDSS J234235.95-091058.7           |RG*|23 42 35.9509185852 -09 10 58.711790210|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5372|SDSS J233430.69-103725.7           |RG*|23 34 30.6887968152 -10 37 25.788525180|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5373|SDSS J233449.16-095922.1           |RG*|23 34 49.1703075763 -09 59 22.189594977|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5374|SDSS J232915.06-102013.1           |RG*|23 29 15.0591523906 -10 20 13.159171673|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5375|SDSS J232853.85-102503.7           |RG*|23 28 53.8446918842 -10 25 03.730035180|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5376|SDSS J232641.00-085942.7           |RG*|23 26 41.0026250869 -08 59 42.735458946|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5377|SDSS J232926.29-094320.2           |RG*|23 29 26.2961507335 -09 43 20.301151406|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5378|SDSS J233115.50-084005.8           |RG*|23 31 15.5025394061 -08 40 05.874600805|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5379|SDSS J233553.55-095740.0           |RG*|23 35 53.5513474293 -09 57 40.044883770|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5380|SDSS J111749.48+384846.9           |RG*|11 17 49.4914868454 +38 48 46.921492943|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5381|SDSS J112041.53+395341.8           |RG*|11 20 41.5283858798 +39 53 41.771206326|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5382|SDSS J100429.11+015706.6           |RG*|10 04 29.1137988698 +01 57 06.693288667|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5383|SDSS J102048.19+072937.5           |RG*|10 20 48.1954579610 +07 29 37.506874412|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5384|SDSS J033732.63-000135.1           |RG*|03 37 32.6380442089 -00 01 35.155932301|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5385|SDSS J033531.82-003136.2           |RG*|03 35 31.8248924604 -00 31 36.306658694|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5386|SDSS J033642.22-004241.3           |RG*|03 36 42.2305767477 -00 42 41.324708844|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5387|SDSS J033523.65+002204.3           |RG*|03 35 23.6510887377 +00 22 04.362737784|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5388|SDSS J033824.17+005028.9           |RG*|03 38 24.1794668401 +00 50 29.002674301|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5389|SDSS J033803.99+001846.4           |RG*|03 38 03.9904488487 +00 18 46.458595471|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5390|SDSS J034403.51+001124.7           |RG*|03 44 03.5072796684 +00 11 24.720574563|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5391|SDSS J034433.22+005230.5           |RG*|03 44 33.2204514349 +00 52 30.555422088|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5392|SDSS J040402.47-053037.8           |RG*|04 04 02.4731859723 -05 30 37.899569807|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5393|SDSS J040411.54-045340.3           |RG*|04 04 11.5397229283 -04 53 40.376879566|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5394|SDSS J040336.33-045500.8           |RG*|04 03 36.3303299315 -04 55 00.890122566|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5395|SDSS J040502.31-051549.0           |RG*|04 05 02.3187743143 -05 15 49.014700770|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5396|SDSS J040741.77-051112.2           |RG*|04 07 41.7735580128 -05 11 12.324188840|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5397|SDSS J071130.81+311339.1           |RG*|07 11 30.8140263384 +31 13 39.142425434|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5398|SDSS J085054.07+560001.4           |RG*|08 50 54.0654742051 +56 00 01.423857705|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5399|SDSS J112633.64+181316.0           |RG*|11 26 33.6380324457 +18 13 16.066410991|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5400|SDSS J112657.32+192350.2           |RG*|11 26 57.3295635675 +19 23 50.122429918|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5401|SDSS J112521.20+192631.4           |RG*|11 25 21.2156155567 +19 26 31.329748894|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5402|SDSS J112253.82+203050.5           |RG*|11 22 53.8198200885 +20 30 50.490393245|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5403|SDSS J112447.15+200300.1           |RG*|11 24 47.1520847346 +20 03 00.185342813|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5404|SDSS J112618.16+205200.7           |RG*|11 26 18.1743605228 +20 52 00.725833712|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5405|SDSS J112845.75+194044.4           |RG*|11 28 45.7517927725 +19 40 44.478236765|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5406|SDSS J122108.67+190912.0           |RG*|12 21 08.6793956711 +19 09 12.065329704|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5407|SDSS J121542.09+191045.7           |RG*|12 15 42.0900905002 +19 10 45.791571600|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5408|SDSS J121435.45+194813.1           |RG*|12 14 35.4550882320 +19 48 13.174338862|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5409|SDSS J121151.25+195455.8           |RG*|12 11 51.2499322850 +19 54 55.821237139|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5410|SDSS J121226.54+210123.1           |RG*|12 12 26.5391657164 +21 01 23.138887896|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5411|SDSS J121640.83+205810.8           |RG*|12 16 40.8330171107 +20 58 10.805661925|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5412|SDSS J121921.92+210454.7           |RG*|12 19 21.9330082063 +21 04 54.703918937|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5413|SDSS J121948.52+204229.7           |RG*|12 19 48.5284323046 +20 42 29.763028988|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5414|SDSS J121952.87+210737.1           |RG*|12 19 52.8773970059 +21 07 37.123122815|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5415|SDSS J101642.95+175617.2           |RG*|10 16 42.9562786626 +17 56 17.250322350|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5416|SDSS J101649.42+181652.8           |RG*|10 16 49.4180468193 +18 16 52.984830866|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5417|SDSS J101544.79+182148.7           |RG*|10 15 44.8005122670 +18 21 48.784746879|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5418|SDSS J101214.78+181854.6           |RG*|10 12 14.7920788475 +18 18 54.636015069|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5419|SDSS J101214.92+193613.5           |RG*|10 12 14.9316303333 +19 36 13.532263274|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5420|SDSS J101629.45+192636.0           |RG*|10 16 29.4551959706 +19 26 35.980982611|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5421|SDSS J101932.89+185357.3           |RG*|10 19 32.9008654425 +18 53 57.312110565|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5422|SDSS J101023.02+192204.5           |RG*|10 10 23.0246372401 +19 22 04.601682820|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5423|SDSS J100949.87+192657.8           |RG*|10 09 49.8740006977 +19 26 57.902467400|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5424|SDSS J100555.72+194230.1           |RG*|10 05 55.7284772067 +19 42 30.223047885|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5425|SDSS J100723.58+215854.8           |RG*|10 07 23.5786769217 +21 58 54.852225296|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5426|SDSS J101057.31+210043.0           |RG*|10 10 57.3211314207 +21 00 43.092471195|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5427|SDSS J101329.38+205224.3           |RG*|10 13 29.3826377166 +20 52 24.352063122|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5428|SDSS J101235.66+214728.3           |RG*|10 12 35.6621103673 +21 47 28.313280925|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5429|SDSS J101325.03+215028.6           |RG*|10 13 25.0362238901 +21 50 28.642255536|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5430|SDSS J032121.41-004850.0           |RG*|03 21 21.4115784956 -00 48 50.048234850|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5431|SDSS J031934.65-010640.9           |RG*|03 19 34.6650363680 -01 06 40.895648642|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5432|SDSS J031345.95-002247.7           |RG*|03 13 45.9574461601 -00 22 47.790951077|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5433|SDSS J031434.99-011426.6           |RG*|03 14 34.9873875693 -01 14 26.688365446|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5434|SDSS J031231.46+000901.3           |RG*|03 12 31.4633405785 +00 09 01.374160805|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5435|SDSS J031503.71+010839.7           |RG*|03 15 03.7160087023 +01 08 39.740294279|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5436|SDSS J031533.84+010440.4           |RG*|03 15 33.8405175345 +01 04 40.454164092|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5437|SDSS J031607.01+000454.6           |RG*|03 16 07.0198247612 +00 04 54.678044551|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5438|SDSS J031744.02+003644.1           |RG*|03 17 44.0294080820 +00 36 44.126051388|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5439|SDSS J031802.49+003636.2           |RG*|03 18 02.4958243080 +00 36 36.301682407|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5440|SDSS J032127.42+000855.2           |RG*|03 21 27.4252099855 +00 08 55.263611092|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5441|SDSS J030211.27-010847.8           |RG*|03 02 11.2766915737 -01 08 47.855256364|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5442|SDSS J030057.49-004902.8           |RG*|03 00 57.4902902940 -00 49 02.916791803|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5443|SDSS J030013.77-004805.7           |RG*|03 00 13.7752862109 -00 48 05.774625154|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5444|SDSS J025658.83-000754.8           |RG*|02 56 58.8357565274 -00 07 54.896434042|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5445|SDSS J025829.01-011130.8           |RG*|02 58 29.0153505411 -01 11 30.872274998|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5446|SDSS J025556.31-000506.3           |RG*|02 55 56.3193809184 -00 05 06.399830460|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5447|SDSS J025700.70+005511.6           |RG*|02 57 00.7006068380 +00 55 11.609781987|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5448|SDSS J025835.33+000007.2           |RG*|02 58 35.3357248977 +00 00 07.219784750|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5449|SDSS J030113.81+010740.6           |RG*|03 01 13.8190723641 +01 07 40.602495235|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5450|SDSS J030441.14-000905.7           |RG*|03 04 41.1454145274 -00 09 05.740612703|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5451|SDSS J033044.24+170258.2           |RG*|03 30 44.2363440673 +17 02 58.175010144|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5452|SDSS J032922.32+171121.9           |RG*|03 29 22.3190012265 +17 11 21.996930447|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5453|SDSS J032748.44+163111.2           |RG*|03 27 48.4404366007 +16 31 11.314067452|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5454|SDSS J032821.96+170556.9           |RG*|03 28 21.9619533694 +17 05 57.055324859|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5455|SDSS J032640.26+163116.8           |RG*|03 26 40.2618825701 +16 31 16.841286366|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5456|SDSS J032340.86+171219.5           |RG*|03 23 40.8703247747 +17 12 19.637465003|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5457|SDSS J032429.81+183707.8           |RG*|03 24 29.8098439332 +18 37 07.909671828|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5458|SDSS J032455.49+182006.9           |RG*|03 24 55.4996525426 +18 20 06.921932264|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5459|SDSS J032755.83+180858.4           |RG*|03 27 55.8327832623 +18 08 58.502772619|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5460|SDSS J092448.62+155116.9           |RG*|09 24 48.6225533675 +15 51 17.015238268|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5461|SDSS J092644.59+160200.7           |RG*|09 26 44.5881081745 +16 02 00.836653146|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5462|SDSS J092706.22+153402.6           |RG*|09 27 06.2236281989 +15 34 02.661461258|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5463|SDSS J092808.80+151100.6           |RG*|09 28 08.8082037980 +15 11 00.633875561|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5464|SDSS J093331.20+141641.2           |RG*|09 33 31.2051922596 +14 16 41.248496747|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5465|SDSS J093719.14+144152.8           |RG*|09 37 19.1378222229 +14 41 52.820891989|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5466|SDSS J093749.48+150337.3           |RG*|09 37 49.4792887840 +15 03 37.349560547|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5467|SDSS J070615.60+292143.8           |RG*|07 06 15.6014894474 +29 21 43.887248654|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5468|SDSS J065925.16+302932.9           |RG*|06 59 25.1680384383 +30 29 32.983677175|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5469|SDSS J070205.14+303215.4           |RG*|07 02 05.1492605386 +30 32 15.476589837|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5470|SDSS J065947.27+281316.4           |RG*|06 59 47.2787977839 +28 13 16.517432079|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5471|SDSS J065717.00+281353.5           |RG*|06 57 17.0055721280 +28 13 53.534852966|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5472|SDSS J065914.70+294952.6           |RG*|06 59 14.7041239540 +29 49 52.659543510|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5473|SDSS J092656.66+213743.6           |RG*|09 26 56.6573244928 +21 37 43.624107004|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5474|SDSS J092804.59+231806.3           |RG*|09 28 04.5938806410 +23 18 06.385716413|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5475|SDSS J093306.82+231130.8           |RG*|09 33 06.8249736668 +23 11 30.806992755|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5476|SDSS J121120.94+132257.7           |RG*|12 11 20.9435212945 +13 22 57.813344881|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5477|SDSS J120923.14+133127.4           |RG*|12 09 23.1372334682 +13 31 27.531039975|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5478|SDSS J120831.72+130100.4           |RG*|12 08 31.7183287319 +13 01 00.424675845|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5479|SDSS J120725.07+133508.6           |RG*|12 07 25.0719549330 +13 35 08.642330253|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5480|SDSS J120619.25+133704.1           |RG*|12 06 19.2468639532 +13 37 04.104739800|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5481|SDSS J120351.52+124555.0           |RG*|12 03 51.5316543783 +12 45 54.947867587|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5482|SDSS J120243.61+130338.2           |RG*|12 02 43.6084567260 +13 03 38.236253304|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5483|SDSS J120423.92+144723.4           |RG*|12 04 23.9253163745 +14 47 23.407645929|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5484|SDSS J120222.10+142434.0           |RG*|12 02 22.1029765724 +14 24 33.984278672|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5485|SDSS J120504.48+143940.8           |RG*|12 05 04.4863656148 +14 39 40.769420570|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5486|SDSS J120626.48+145441.1           |RG*|12 06 26.4876477442 +14 54 41.132756810|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5487|SDSS J121037.39+142621.7           |RG*|12 10 37.3898053230 +14 26 21.757567629|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5488|SDSS J121027.57+145103.6           |RG*|12 10 27.5760104295 +14 51 03.600906606|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5489|SDSS J121254.84+134809.6           |RG*|12 12 54.8359374123 +13 48 09.658799279|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5490|SDSS J121228.73+105512.0           |RG*|12 12 28.7369390937 +10 55 12.033187514|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5491|SDSS J120422.15+113320.3           |RG*|12 04 22.1572054858 +11 33 20.342002524|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5492|SDSS J120416.88+104013.2           |RG*|12 04 16.8825322568 +10 40 13.371222132|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5493|SDSS J120158.40+115135.4           |RG*|12 01 58.4063921564 +11 51 35.368804245|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5494|SDSS J120539.53+115153.4           |RG*|12 05 39.5332552732 +11 51 53.408669327|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5495|SDSS J120738.21+122629.9           |RG*|12 07 38.2169497622 +12 26 29.908081487|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5496|SDSS J120811.82+123843.7           |RG*|12 08 11.8231373113 +12 38 43.725203778|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5497|SDSS J121049.67+120200.9           |RG*|12 10 49.6817767743 +12 02 01.010279078|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5498|SDSS J121021.49+112543.2           |RG*|12 10 21.5069175081 +11 25 43.271940949|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5499|SDSS J121018.84+112423.8           |RG*|12 10 18.8497549863 +11 24 23.850233606|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5500|SDSS J121032.25+122536.3           |RG*|12 10 32.2576559473 +12 25 36.368373765|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5501|SDSS J111753.81+454104.5           |RG*|11 17 53.8187920781 +45 41 04.528640881|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5502|SDSS J114301.74+254605.9           |RG*|11 43 01.7431158435 +25 46 05.925116991|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5503|SDSS J114126.94+262643.8           |RG*|11 41 26.9369225650 +26 26 43.788166728|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5504|SDSS J113851.34+265731.9           |RG*|11 38 51.3425158837 +26 57 31.918050280|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5505|SDSS J114019.82+273158.1           |RG*|11 40 19.8221045349 +27 31 58.153523677|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5506|SDSS J113356.41+273042.1           |RG*|11 33 56.4127933664 +27 30 42.201560214|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5507|SDSS J112721.65+275532.5           |RG*|11 27 21.6655544277 +27 55 32.488038926|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5508|SDSS J093814.86+362754.2           |RG*|09 38 14.8669527482 +36 27 54.258535175|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5509|SDSS J093951.69+371115.0           |RG*|09 39 51.6982643066 +37 11 15.060180216|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5510|SDSS J094555.09+372616.4           |RG*|09 45 55.0946239777 +37 26 16.362113978|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5511|SDSS J094841.46+370755.6           |RG*|09 48 41.4639337787 +37 07 55.576629651|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5512|SDSS J094935.93+363303.5           |RG*|09 49 35.9316855078 +36 33 03.545801900|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5513|SDSS J094144.88+400209.1           |RG*|09 41 44.8878082282 +40 02 09.106718350|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5514|SDSS J080628.31+195832.3           |RG*|08 06 28.3149564724 +19 58 32.394746616|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5515|SDSS J080909.66+193301.3           |RG*|08 09 09.6729682302 +19 33 01.422912323|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5516|SDSS J080949.17+193249.1           |RG*|08 09 49.1693354686 +19 32 49.214851452|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5517|SDSS J081314.91+185948.8           |RG*|08 13 14.9117134243 +18 59 48.870208248|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5518|SDSS J031905.72+180000.8           |RG*|03 19 05.7260384136 +18 00 00.925925658|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5519|SDSS J031346.72+180451.0           |RG*|03 13 46.7194726442 +18 04 51.082514000|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5520|SDSS J031309.33+174137.6           |RG*|03 13 09.3309978033 +17 41 37.657977995|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5521|SDSS J031711.47+190803.6           |RG*|03 17 11.4777125211 +19 08 03.687233328|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5522|SDSS J031907.24+192139.9           |RG*|03 19 07.2368046573 +19 21 40.007879034|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5523|SDSS J031850.86+184121.1           |RG*|03 18 50.8646105639 +18 41 21.204842569|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5524|SDSS J031851.29+185837.2           |RG*|03 18 51.2905067704 +18 58 37.255157350|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5525|SDSS J032131.63+190910.0           |RG*|03 21 31.6295738114 +19 09 10.104332949|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5526|SDSS J112231.52+090504.3           |RG*|11 22 31.5197799858 +09 05 04.391100351|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5527|SDSS J112017.81+102846.9           |RG*|11 20 17.8112098826 +10 28 46.966114584|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5528|SDSS J112505.24+103128.7           |RG*|11 25 05.2439381048 +10 31 28.701702953|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5529|SDSS J112945.46-012118.3           |RG*|11 29 45.4671018236 -01 21 18.375616422|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5530|SDSS J112451.26+000748.0           |RG*|11 24 51.2576340657 +00 07 48.056952739|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5531|SDSS J112445.75-004037.6           |RG*|11 24 45.7514140276 -00 40 37.653749091|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5532|SDSS J112827.62-002232.1           |RG*|11 28 27.6245468401 -00 22 32.222518195|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5533|SDSS J113035.01-004443.2           |RG*|11 30 35.0124131516 -00 44 43.323825159|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5534|SDSS J113028.16-001845.5           |RG*|11 30 28.1648958124 -00 18 45.556379789|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5535|SDSS J130102.22+082300.8           |RG*|13 01 02.2216368331 +08 23 00.851748787|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5536|SDSS J130058.67+091206.4           |RG*|13 00 58.6784402358 +09 12 06.486320212|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5537|SDSS J130133.65+093330.6           |RG*|13 01 33.6523024304 +09 33 30.654521405|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5538|SDSS J125957.80+091412.7           |RG*|12 59 57.8053599258 +09 14 12.756837125|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5539|SDSS J125943.35+091227.0           |RG*|12 59 43.3495478104 +09 12 27.068770205|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5540|SDSS J125807.29+093537.9           |RG*|12 58 07.2937038666 +09 35 37.970373665|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5541|SDSS J125653.31+085331.0           |RG*|12 56 53.3161237692 +08 53 31.056847111|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5542|SDSS J125848.65+103853.5           |RG*|12 58 48.6474013541 +10 38 53.596525016|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5543|SDSS J125808.84+103132.6           |RG*|12 58 08.8406326603 +10 31 32.765325002|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5544|SDSS J130137.54+103628.8           |RG*|13 01 37.5457567404 +10 36 28.776173001|     ~|     ~|     ~|     ~|     ~|KIII           |   3|   0
5545|SDSS J130153.96+101439.6           |RG*|13 01 53.9546299905 +10 14 39.658644595|     ~|     ~|     ~|     ~|     ~|KIII           |   4|   0
5546|SDSS J130324.41+095931.0           |RG*|13 03 24.4086472143 +09 59 31.028132210|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
5547|SDSS J130405.18+102021.8           |RG*|13 04 05.1867344277 +10 20 21.846261538|     ~|     ~|     ~|     ~|     ~|KIII           |   2|   0
