C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET22:57:14

sptypes = 'O'
-------------

Number of objects : 1597

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |   spec. type    |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|-----------------|----|----
174 |PB 5556                            |HS*|23 51 08.6515359584 +00 26 23.212022457|     ~|15.5  |     ~|17.6  |17.63 |sdO              |   9|   0
175 |UM 204                             |HS*|00 08 43.2395248080 +02 07 52.710973846|     ~|17.7  |     ~|19.0  |     ~|sdO              |   6|   0
176 |PG 2102+037                        |HS*|21 05 07.1164084829 +03 54 46.527633543|     ~|     ~|     ~|     ~|     ~|sdO              |   5|   0
177 |PG 0216+032                        |HS*|02 19 18.9089371671 +03 26 51.366664476|     ~|14.36 |14.62 |14.85 |     ~|sdOC             |  25|   0
178 |Feige 26                           |HS*|02 40 04.3981720342 +03 55 42.256796483|     ~|13.75 |14.10 |     ~|     ~|sdO              |  16|   0
179 |PG 2208+056                        |HS*|22 10 46.4585783557 +05 50 14.518493511|     ~|15.8  |     ~|14.6  |     ~|sdO              |   4|   0
180 |PB 5476                            |HS*|23 37 25.5029758768 +06 46 03.045362018|     ~|18.5  |     ~|     ~|     ~|sdOHe            |   6|   0
181 |PG 0014+068                        |HS*|00 16 54.2524890907 +07 04 30.045980038|     ~|15.3  |     ~|     ~|     ~|sdO              |  69|   1
182 |PG 2246+103                        |HS*|22 48 50.2688541761 +10 32 43.397351207|     ~|15.1  |     ~|15.40 |     ~|sdO              |   4|   0
183 |KUV 23089+0942                     |HS*|23 11 23.7615309500 +09 58 44.899766021|     ~|15.30 |15.4  |15.63 |     ~|sdO              |   9|   0
184 |PG 2128+089                        |HS*|21 31 05.1794750402 +09 07 53.344022875|     ~|15.26 |15.53 |15.66 |     ~|sdOA             |   4|   0
185 |PG 2236+122                        |HS*|22 39 06.0943149101 +12 30 34.567219574|     ~|16.24 |     ~|     ~|     ~|sdOA             |   6|   0
186 |PG 0039+135                        |HS*|00 42 16.5729745040 +13 45 40.490757881|     ~|12.05 |     ~|     ~|     ~|sdOC7VIIHe40     |  21|   1
187 |PG 2128+113                        |HS*|21 31 12.2364442028 +11 29 36.235098338|     ~|15.81 |16.06 |15.59 |     ~|sdO              |  11|   1
188 |PN G065.0-27.3                     |PN |21 29 59.38 +12 10 27.5                |     ~|13.39 |14.06 |     ~|     ~|sdO              | 277|   0
189 |PG 2204+127                        |HS*|22 07 11.1086151743 +12 57 55.795412004|     ~|15.76 |     ~|     ~|     ~|sdOHe            |  11|   0
190 |PG 2244+153                        |HS*|22 46 55.1703538319 +15 30 59.000644255|     ~|15.65 |15.78 |     ~|     ~|sdO              |   7|   2
191 |PG 2215+151                        |HS*|22 17 48.2205413081 +15 20 57.378570667|     ~|14.34 |14.53 |14.79 |     ~|sdOC9VIIHe40     |  18|   0
192 |PG 0226+151                        |HS*|02 28 49.7372468152 +15 20 34.413208862|     ~|16.1  |     ~|16.4  |     ~|sdOC             |  10|   0
193 |PG 2304+193                        |HS*|23 07 14.5747315839 +19 32 19.310387055|     ~|15.9  |     ~|16.1  |     ~|sdOC             |   9|   0
194 |PG 0042+211                        |HS*|00 45 11.1755666118 +21 21 07.853564958|     ~|15.50 |15.81 |16.30 |     ~|sdOApec          |   5|   0
195 |PG 0108+195                        |HS*|01 11 03.7341531269 +19 47 42.442952928|     ~|14.61 |14.46 |     ~|     ~|sdO              |   7|   0
196 |PG 2249+220                        |HS*|22 52 18.3600641258 +22 18 04.359687241|     ~|15.72 |     ~|     ~|     ~|sdO              |   5|   0
197 |PG 0245+182                        |HS*|02 48 07.4923837216 +18 26 15.528147794|     ~|15.93 |15.80 |16.15 |     ~|sdOD             |   4|   0
198 |PG 2343+267                        |HS*|23 45 51.3737624592 +27 01 35.127834151|     ~|16.4  |     ~|16.5  |     ~|sdOC             |   8|   0
199 |PG 0023+298                        |HS*|00 25 53.6699419722 +30 05 12.383921331|     ~|15.44 |     ~|     ~|     ~|sdOA             |   5|   0
200 |PG 0105+276                        |HS*|01 08 16.5892591634 +27 52 51.568910320|     ~|14.41 |14.44 |14.98 |     ~|sdOHe            |  11|   0
201 |PG 0216+246                        |HS*|02 19 44.5909225183 +24 47 24.006862567|     ~|16.20 |16.36 |16.43 |     ~|sdOD             |   5|   0
202 |NAME M33 X-7                       |HXB|01 33 34.13 +30 32 11.3                |17.50 |18.80 |18.70 |     ~|     ~|O                | 130|   2
203 |[HS80] B339                        |*  |01 33 57.46 +30 42 11.4                |17.697|18.735|18.837|18.816|18.920|O+neb            |   3|   1
204 |[MBH96] 361                        |*  |01 34 31.9448638877 +30 46 49.786098695|16.974|18.177|18.439|18.582|18.779|O                |   2|   0
205 |[HS80] B557                        |*  |01 34 38.76 +30 43 58.8                |16.381|17.516|17.655|17.736|17.868|O                |   3|   0
206 |[MAP95] M 33 OB9 2                 |*  |01 33 42.2079857357 +30 33 01.437919426|17.556|18.708|18.859|18.884|18.915|O+neb            |   2|   0
207 |FBS 2243+343                       |HS*|22 45 55.8510387223 +34 35 41.739936767|     ~|13.1  |13.6  |     ~|     ~|sdOA             |   7|   0
208 |FBS 0024+335                       |HS*|00 27 22.9377210644 +33 48 16.791122199|     ~|16.8  |     ~|17.3  |     ~|sdO              |   6|   0
209 |FBS 0047+347                       |HS*|00 49 57.6197513334 +34 58 10.951289187|     ~|     ~|16.5  |     ~|     ~|sdOA             |   6|   0
210 |FBS 2154+329                       |HS*|21 57 06.1157609323 +33 08 11.524818444|     ~|13.16 |12.77 |     ~|     ~|sdOA             |   8|   0
211 |FBS 2209+354                       |HS*|22 11 18.8559109582 +35 38 58.753329954|     ~|14.29 |14.26 |14.66 |     ~|sdOA             |   5|   0
212 |GSC 03214-02615                    |HS*|22 47 56.3798437388 +37 53 51.519679093|     ~|12.87 |13.03 |13.27 |     ~|sdO              |   3|   0
213 |FBS 2254+373                       |HS*|22 56 44.1930222506 +37 35 53.533333652|     ~|16.5  |     ~|16.5  |     ~|sdOD:            |   6|   0
214 |FBS 0053+360                       |HS*|00 56 25.6968989930 +36 21 35.365899717|     ~|14.5  |14.2  |     ~|     ~|sdOA             |   7|   0
215 |FBS 0140+360                       |HS*|01 43 42.4315798968 +36 15 33.444997812|     ~|     ~|     ~|     ~|     ~|sdOA             |   8|   0
216 |HD 201345                          |*  |21 07 55.4153633777 +33 23 49.226678368|     ~| 7.611| 7.764|     ~|     ~|ON9.2IV          | 162|   0
217 |FBS 2204+364                       |HS*|22 06 13.8927916504 +36 40 41.896063385|     ~|11.84 |11.94 |     ~|     ~|sdOA             |   7|   0
218 |FBS 2243+392                       |HS*|22 45 47.1189675854 +39 26 36.390443501|     ~|     ~|     ~|     ~|     ~|sdOA             |   7|   0
219 |FBS 2246+382                       |HS*|22 49 12.7416067812 +38 26 16.177306644|     ~|     ~|     ~|     ~|     ~|sdOA             |   7|   0
220 |FBS 2255+386                       |HS*|22 57 59.8351528899 +38 51 39.840639502|     ~|     ~|     ~|     ~|     ~|sdOC:            |   6|   0
221 |FBS 2255+404                       |HS*|22 58 10.2906068654 +40 43 40.033223887|     ~|     ~|     ~|     ~|     ~|sdOD             |   6|   0
222 |FBS 2335+401                       |HS?|23 38 11.6444983920 +40 25 52.623792904|     ~|15.04 |15.11 |15.57 |     ~|sdOA:            |   5|   0
223 |FBS 2341+401                       |HS*|23 44 21.5697102299 +40 25 21.669094859|     ~|14.70 |14.83 |15.13 |     ~|sdOA             |   9|   0
224 |FBS 0050+406                       |HS*|00 52 57.7424965085 +40 57 49.751660885|     ~|     ~|     ~|     ~|     ~|sdOA:            |   7|   0
225 |FBS 0132+370                       |HS*|01 35 23.9871110201 +37 20 28.206945849|     ~|     ~|     ~|     ~|     ~|sdOC             |   7|   0
226 |FBS 0141+363                       |HS*|01 44 42.4974657542 +36 35 48.287985324|     ~|     ~|     ~|     ~|     ~|sdOA             |   7|   0
227 |KUV 02518+3230                     |HS*|02 54 53.3473408162 +32 42 31.966053282|     ~|14.91 |15.14 |15.45 |     ~|sdO              |   4|   0
228 |KPD 2104+3407                      |HS*|21 06 15.6271090433 +34 19 14.629691440|14.67 |15.81 |15.95 |16.05 |     ~|sdO              |   8|   0
229 |FBS 2204+386                       |HS*|22 06 34.3013339687 +38 49 19.254172786|     ~|12.40 |12.38 |     ~|     ~|sdOA             |   6|   0
230 |FBS 2207+392                       |HS*|22 09 26.0481585117 +39 30 19.038631374|     ~|     ~|     ~|     ~|     ~|sdOA             |   5|   0
231 |FBS 2301+415                       |HS*|23 03 56.6735257696 +41 49 05.904705327|     ~|11.99 |12.11 |     ~|     ~|sdOA             |   7|   0
232 |BD+37 442                          |HS*|01 58 33.4340086125 +38 34 23.846108332|     ~| 9.69 | 9.92 |     ~|     ~|sdOHe            |  60|   0
233 |[CW83] 0904-02                     |HS*|09 07 08.1239564311 -03 06 13.987406912|     ~|11.72 |12.25 |     ~|     ~|sdOp             |  25|   0
234 |BD+37 1977                         |HS*|09 24 26.3928822549 +36 42 53.293596680|     ~| 9.86 |10.15 |     ~|     ~|sdO              |  41|   0
235 |Ton 14                             |HS*|09 23 13.3873310818 +29 26 58.336092055|     ~|14.50 |14.73 |15.05 |     ~|sdOA             |  20|   0
236 |EC 09423-1304                      |HS*|09 44 44.1503608937 -13 18 22.267127826|     ~|17.1  |16.48 |16.9  |     ~|sdOHe            |   2|   0
237 |Ton 1100                           |HS*|09 48 56.9606336002 +33 41 51.039840731|     ~|17.0  |     ~|18.1  |     ~|sdO              |  11|   0
238 |PG 0950+158                        |HS*|09 53 16.9029701413 +15 33 41.775398970|     ~|15.86 |     ~|     ~|     ~|sdOD             |   7|   0
239 |GD 104                             |HS*|09 47 03.3494077950 -09 19 49.517356418|     ~|15.59 |15.89 |15.71 |     ~|sdOpec           |  17|   0
240 |PG 0949-101                        |HS*|09 51 55.8049214326 -10 21 37.203561576|     ~|14.59 |14.62 |     ~|     ~|sdO+F            |   5|   0
241 |EC 09523-1627                      |HS*|09 54 45.8118229777 -16 41 29.360723195|     ~|14.2  |14.46 |     ~|     ~|sdO              |   3|   0
242 |PG 1000+408                        |HS*|10 03 54.2700940565 +40 34 18.121525685|11.919|12.988|13.318|13.465|13.631|sdO              |  27|   0
243 |Ton 1137                           |HS*|09 59 56.0082339972 +35 39 59.160261688|     ~|15.15 |15.32 |     ~|     ~|sdOC             |  22|   0
244 |Ton 468                            |HS*|09 57 29.5509515698 +24 29 44.212351964|     ~|     ~|15.70 |     ~|     ~|sdOA             |  14|   0
245 |SDSS J100019.98-003413.3           |HS*|10 00 19.9861905167 -00 34 13.350291890|     ~|17.3  |     ~|17.8  |     ~|sdO              |  12|   0
246 |PG 0959-085                        |HS*|10 01 33.2729578333 -08 42 50.464530271|     ~|16.05 |16.25 |     ~|     ~|sdOD             |   7|   0
247 |PG 0958-119                        |HS*|10 00 42.5869028362 -12 05 59.231088457|     ~|13.84 |14.05 |14.28 |     ~|sdOHe            |  14|   0
248 |EC 09557-1551                      |HS*|09 58 10.6355890335 -16 05 51.880900196|     ~|14.04 |14.34 |14.62 |     ~|sdOHe            |   4|   0
249 |EC 10016-1923                      |HS*|10 04 00.8706850419 -19 37 46.142150458|     ~|15.11 |15.25 |15.37 |     ~|sdOHe            |   3|   0
250 |SDSS J101113.54-010626.3           |HS*|10 11 13.5411659244 -01 06 26.318431233|     ~|18.5  |     ~|19.3  |     ~|sdOHe            |   6|   0
251 |EC 10112-1722                      |HS*|10 13 38.7994878501 -17 37 18.284450810|     ~|16.6  |16.47 |18.1  |     ~|sdOHe            |   2|   0
252 |HE 1008-1757                       |HS*|10 10 33.4058206779 -18 11 47.616227317|     ~|14.89 |15.15 |15.59 |     ~|sdO              |   7|   0
253 |EC 10106-2117                      |HS*|10 13 02.4859535320 -21 32 47.028690794|     ~|12.49 |13.44 |     ~|     ~|sdO              |   3|   0
254 |PB 208                             |HS*|10 24 07.2236971378 +39 22 53.634864873|     ~|17.5  |     ~|     ~|     ~|sdO              |   8|   0
255 |CD-24 9052                         |HS*|10 25 50.8981198687 -24 53 19.986364985|     ~|11.60 |12.12 |12.01 |     ~|sdO              |   9|   0
256 |Feige 34                           |HS*|10 39 36.7377085527 +43 06 09.209752646| 9.613|10.91 |11.14 |11.319|11.464|sdOp             | 614|   0
257 |FBS 1027+346                       |HS*|10 30 19.2868230673 +34 20 49.435811110|     ~|12.48 |12.61 |12.84 |     ~|sdOA             |   6|   0
258 |PG 1030-104                        |HS*|10 32 34.7386328250 -10 38 25.758593111|     ~|16.8  |16.96 |16.8  |     ~|sdOHe            |   5|   0
259 |PG 1047-066                        |HS*|10 50 28.7933072279 -06 53 25.968650715|     ~|14.51 |14.77 |15.11 |     ~|sdO              |   8|   0
260 |EC 10475-2703                      |HS*|10 49 55.2776123105 -27 19 09.200028296|     ~|13.28 |13.48 |13.83 |     ~|sdOHe            |   3|   0
261 |EC 10479-2714                      |HS*|10 50 18.3694084875 -27 30 37.053426165|     ~|13.72 |13.90 |14.19 |     ~|sdOHe            |   3|   0
262 |SDSS J110215.45+024034.2           |HS*|11 02 15.4577238303 +02 40 34.332656828|     ~|16.78 |17.48 |     ~|     ~|sdO              |  10|   0
263 |HE 1059-2735                       |HS*|11 01 24.8685849184 -27 51 41.914369709|     ~|15.21 |15.56 |     ~|     ~|sdO              |   9|   0
264 |CBS 135                            |HS*|11 05 51.6653030700 +36 20 32.043467483|     ~|17.2  |     ~|17.9  |     ~|sdOA             |   4|   0
265 |SDSS J111438.57-004024.3           |HS*|11 14 38.5762579458 -00 40 24.324396755|     ~|     ~|     ~|     ~|     ~|sdO              |  10|   0
266 |PG 1108-018                        |HS*|11 11 12.5520075234 -02 06 29.700402843|     ~|13.89 |14.7  |     ~|     ~|sdOA             |   6|   0
267 |PG 1115-065                        |HS*|11 18 11.6489570021 -06 47 32.162359362|     ~|14.83 |15.08 |15.59 |     ~|sdO              |  11|   0
268 |EC 11236-1945                      |HS*|11 26 10.8242027133 -20 01 38.559943575|     ~|14.29 |14.49 |14.73 |     ~|sdOHe            |   3|   0
269 |Feige 46                           |HS*|11 37 26.3700093153 +14 10 14.103354248|     ~|12.94 |13.24 |     ~|     ~|sdO              |  40|   0
270 |PG 1127+019                        |HS*|11 30 03.7028265800 +01 37 37.247725878|     ~|13.01 |13.853|     ~|     ~|sdOC9VIIHe40     |  17|   1
271 |PG 1130-063                        |HS*|11 32 41.5865487797 -06 36 52.766442878|     ~|16.2  |     ~|16.0  |     ~|sdO              |  11|   0
272 |HE 1142-2311                       |HS*|11 44 50.1476455560 -23 28 18.464669924|     ~|15.40 |15.52 |15.66 |     ~|sdOHe            |   6|   0
273 |HE 1136-2504                       |HS*|11 39 10.2231069120 -25 20 55.562985112|     ~|13.89 |14.10 |14.67 |     ~|sdOHe            |   8|   0
274 |BD+10 2357                         |HS*|11 55 56.6503865095 +09 50 49.319458122|     ~| 8.92 | 8.86 |     ~|     ~|sdO+A3/5         |  18|   0
275 |PG 1153-080                        |HS*|11 56 02.7085767276 -08 17 32.300220479|     ~|17.1  |     ~|16.7  |     ~|sdO              |   4|   0
276 |FBS 1157+343                       |HS*|12 00 28.6191946614 +34 00 53.657231383|     ~|15.7  |15.4  |     ~|     ~|sdOA             |   6|   0
277 |EC 11575-1845                      |HS*|12 00 05.6457009978 -19 02 03.968468680|     ~|13.02 |13.20 |13.51 |     ~|sdO+dMe          |  33|   1
278 |Feige 54                           |HS*|12 02 40.0887065351 -19 41 07.944621226|     ~|14.15 |14.45 |     ~|     ~|sdOHe            |   6|   0
279 |EC 12021-3126                      |HS*|12 04 45.4449014963 -31 42 52.082581799|     ~|15.05 |15.37 |     ~|     ~|sdO              |   3|   0
280 |EC 12066-3225                      |HS*|12 09 16.6821644939 -32 42 13.669448360|     ~|16.7  |16.51 |16.0  |     ~|sdOHe            |   2|   0
281 |PG 1208+224                        |HS*|12 11 16.0915291271 +22 06 36.975423079|     ~|14.33 |     ~|     ~|     ~|sdOA             |   9|   0
282 |EC 12154-1952                      |HS*|12 18 00.3183539719 -20 08 56.999658505|     ~|16.8  |     ~|17.0  |     ~|sdO              |   3|   0
283 |EC 12267-1751                      |HS*|12 29 23.2604800430 -18 08 07.835448535|     ~|15.07 |15.07 |     ~|     ~|sdO              |   3|   0
284 |EC 12296-2113                      |HS*|12 32 18.6360042369 -21 30 17.119074555|     ~|15.89 |16.14 |     ~|     ~|sdOHe            |   3|   0
285 |BD+18 2647                         |HS*|12 41 51.7901702595 +17 31 19.750592670|10.261|11.70 |11.63 |11.969|12.159|sdOpec           | 166|   1
286 |Ton 109                            |HS*|12 42 31.4034508996 +11 44 00.968518786|     ~|15.50 |15.75 |16.09 |     ~|sdOC             |  18|   0
287 |[BFS85] 12h30 2B1                  |HS*|12 38 21.4804456414 -02 12 11.432272790|     ~|17.7  |     ~|19.0  |     ~|sdOHe            |   9|   0
288 |PG 1237-141                        |HS*|12 39 56.5407708748 -14 24 47.727838930|     ~|16.13 |16.31 |     ~|     ~|sdO              |   8|   0
289 |HE 1238-1745                       |HS*|12 41 01.1117028566 -18 01 57.242824893|     ~|14.36 |14.58 |15.21 |     ~|sdOHe            |  10|   0
290 |EC 12354-2158                      |HS*|12 38 04.6211842009 -22 15 16.669194328|     ~|16.1  |16.61 |16.7  |     ~|sdO              |   4|   0
291 |EC 12316-2531                      |HS*|12 34 16.2576939006 -25 47 48.913766940|     ~|13.88 |14.15 |     ~|     ~|sdO              |   3|   0
292 |EC 12420-2732                      |HS*|12 44 41.5784142419 -27 48 58.234084173|     ~|14.45 |14.70 |     ~|     ~|sdOHe            |   3|   0
293 |EC 12349-2824                      |HS*|12 37 34.6034219302 -28 41 01.025584209|     ~|14.57 |14.77 |     ~|     ~|sdOHe            |   3|   0
294 |PG 1248+066                        |HS*|12 51 29.1736966743 +06 21 52.120672378|     ~|15.94 |     ~|     ~|     ~|sdOHe            |   9|   0
295 |PB 4192                            |HS*|12 45 20.8888638700 +03 09 51.567964389|     ~|18.5  |     ~|     ~|     ~|sdO              |  10|   0
296 |PB 4363                            |HS*|12 55 51.6116992842 +04 32 38.905933499|     ~|18.1  |     ~|19.1  |     ~|sdOHe            |   8|   0
297 |EC 12426-2926                      |HS*|12 45 17.0820592020 -29 42 53.569820404|     ~|15.57 |15.84 |     ~|     ~|sdOHe            |   2|   0
298 |HD 113001B                         |HS*|13 00 26.175 +35 45 20.79              |     ~|10.25 |10.69 |     ~|     ~|sdO              |   6|   0
299 |LB 28                              |HS*|13 04 39.5724751450 +31 29 04.920830957|     ~|16.6  |     ~|17.0  |     ~|sdO              |  21|   0
300 |HZ 47                              |HS*|12 59 26.0345481911 +27 21 22.816205089|     ~|14.7  |15.430|     ~|     ~|sdOA             |  27|   0
301 |HZ 38                              |HS*|12 59 21.2507175564 +27 34 06.046116169|     ~|13.9  |     ~|     ~|     ~|sdOA             |  32|   0
302 |Ton 143                            |HS*|13 03 46.6252622288 +26 46 30.552292696|     ~|15.47 |15.710|15.96 |     ~|sdOHe            |  27|   0
303 |PG 1258+012                        |HS*|13 00 59.2055058036 +00 57 11.770689604|     ~|16.6  |     ~|16.7  |     ~|sdOHe            |  21|   0
304 |SDSS J125941.87-003928.7           |HS*|12 59 41.8797282486 -00 39 28.759270250|     ~|     ~|     ~|     ~|     ~|sdO              |   9|   0
