C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:22:53

sptypes = 'B'
-------------

Number of objects : 8496

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type     |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|--------------------|----|----
1269|SBSS 1539+550                      |HS*|15 41 06.8114537965 +54 50 42.933457685|     ~|15.58 |15.54 |15.62 |     ~|sdB                 |   3|   0
1270|SBSS 1544+568                      |HS*|15 45 31.0176269810 +56 39 44.778550768|     ~|18.0  |     ~|     ~|     ~|sdB                 |   9|   0
1271|SBSS 1534+571A                     |HB*|15 35 52.562 +57 01 34.15              |     ~|17.7  |     ~|17.5  |     ~|BN                  |   2|   0
1272|FBS 1429+635                       |*  |14 30 28.0906935232 +63 17 25.180726692|     ~|     ~|14.9  |     ~|     ~|BN2                 |   4|   0
1273|FBS 1338+666                       |HS*|13 39 33.0768220989 +66 20 40.639245270|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
1274|FBS 0907+640                       |*  |09 11 48.4809913286 +63 50 16.027342036|     ~|     ~|16.8  |     ~|     ~|BN2e:               |   3|   0
1275|PG 0905+627                        |HS*|09 09 57.8096486511 +62 29 27.049843722|     ~|16.0  |16.6  |16.5  |     ~|sdB                 |  11|   0
1276|PG 0910+622                        |HS*|09 14 12.9659562525 +61 57 34.391992755|     ~|15.54 |15.8  |     ~|     ~|sdB                 |  13|   1
1277|FBS 0910+634                       |*  |09 14 39.5072761454 +63 10 36.481339987|     ~|     ~|16.0  |     ~|     ~|BN3e:               |   4|   0
1278|PG 0852+603                        |HS*|08 56 55.9258364889 +60 06 03.399725452|     ~|16.0  |16.47 |16.8  |     ~|sdB                 |  11|   0
1279|SBSS 0755+515                      |HB*|07 59 33.5973475923 +51 26 35.942768294|     ~|17.0  |     ~|     ~|     ~|BN                  |   4|   0
1280|PG 1554+505                        |HS*|15 56 22.6094397731 +50 21 55.599031922|     ~|15.92 |16.20 |16.42 |     ~|sdB                 |   7|   0
1281|SBSS 1554+496                      |HB*|15 55 38.5680087138 +49 32 16.024400383|     ~|17.0  |     ~|     ~|     ~|BN                  |   3|   0
1282|SBSS 1534+523                      |HB*|15 36 09.6194192329 +52 08 59.844866263|     ~|16.5  |     ~|16.4  |     ~|BN                  |   2|   0
1283|SBSS 1534+522                      |RR*|15 36 16.0658426917 +52 06 41.388740296|     ~|17.9  |17.71 |17.5  |     ~|BN                  |   6|   0
1284|CBS 324                            |HS*|15 31 12.6213426159 +55 01 39.613710512|     ~|17    |     ~|     ~|     ~|sdB                 |   7|   0
1285|SBSS 1517+553                      |HB*|15 18 47.6875661632 +55 11 54.207650273|     ~|17.5  |     ~|     ~|     ~|B                   |   8|   0
1286|PG 1449+583                        |HS*|14 51 14.6797620001 +58 05 36.194121381|     ~|15.43 |     ~|     ~|     ~|sdB                 |  10|   1
1287|PG 1445+584                        |HS*|14 46 57.1323347496 +58 09 20.202253199|     ~|15.85 |     ~|     ~|     ~|sdB+F2:kA5          |  12|   0
1288|SBSS 1438+602B                     |HB*|14 39 38.4027258752 +60 02 47.884149699|     ~|16.68 |16.17 |     ~|     ~|BN                  |   3|   0
1289|SBSS 1417+603                      |HB*|14 19 14.3268834332 +60 04 52.059020358|     ~|16.5  |     ~|     ~|     ~|BN                  |   4|   0
1290|FBS 1404+624                       |*  |14 06 24.1288423000 +62 11 22.371413801|     ~|     ~|16.1  |     ~|     ~|BN2                 |   4|   0
1291|FBS 1343+630B                      |*  |13 45 09.6417921004 +62 48 13.140744036|     ~|     ~|17.5  |     ~|     ~|BN2                 |   3|   0
1292|FBS 1131+648                       |HS*|11 34 31.3571789895 +64 33 56.752902541|     ~|     ~|16.44 |     ~|     ~|sdB                 |   8|   0
1293|FBS 1051+646                       |*  |10 54 42.5532317976 +64 17 27.924586037|     ~|     ~|15.6  |     ~|     ~|BN3                 |   4|   0
1294|PG 0948+632                        |HS*|09 52 38.9347628520 +62 58 18.954850932|     ~|14.95 |15.0  |     ~|     ~|sdB                 |  16|   0
1295|FBS 0932+627                       |HS*|09 36 12.6170639244 +62 27 00.756841779|     ~|     ~|15.5  |     ~|     ~|sdB                 |  11|   0
1296|FBS 0933+614                       |*  |09 37 38.6122824913 +61 11 48.231379802|     ~|     ~|15.9  |     ~|     ~|BN1                 |   3|   0
1297|PG 0859+594                        |HB*|09 03 03.1538523791 +59 11 17.988125594|     ~|15.87 |     ~|     ~|     ~|B                   |  13|   0
1298|SBSS 0842+565                      |HB*|08 46 38.0 +56 02 06                   |     ~|     ~|     ~|     ~|     ~|BN                  |   1|   0
1299|SBSS 0838+563                      |HS*|08 42 36.5062654795 +56 07 22.587740829|     ~|16.0  |     ~|     ~|     ~|sdB                 |   6|   0
1300|SBSS 0809+531                      |HS*|08 13 19.8135627318 +52 57 06.441797470|     ~|14.02 |14.29 |14.63 |     ~|sdB                 |   6|   0
1301|PG 0806+516                        |HS*|08 10 07.6366381526 +51 29 55.848275878|     ~|15.11 |15.12 |15.58 |     ~|sdB                 |  12|   0
1302|BD+49 1700                         |HB*|08 04 21.2515104943 +49 00 38.141511872|     ~| 9.83 | 9.92 |     ~|     ~|BN                  |   3|   0
1303|PG 1549+476                        |HS*|15 51 03.5882275909 +47 27 29.227183981|     ~|15.89 |     ~|     ~|     ~|sdB                 |   7|   0
1304|PG 1544+488                        |HS*|15 46 11.6932759584 +48 38 37.226255710|     ~|12.52 |12.79 |13.08 |     ~|sdBC1VIIpHe39       |  38|   1
1305|SBSS 1530+516                      |HB*|15 32 25.8995314524 +51 30 12.343310501|     ~|17.0  |     ~|     ~|     ~|BN                  |   2|   0
1306|SBSS 1500+531                      |HB*|15 02 19.7837844985 +52 58 53.453359951|     ~|18.6  |     ~|17.6  |     ~|BN                  |   3|   0
1307|SBSS 1415+573                      |HB*|14 17 11.4430706857 +57 07 15.162179062|     ~|16.5  |     ~|     ~|     ~|BN                  |   5|   0
1308|SBSS 1425+578                      |HB*|14 27 29.9332321536 +57 39 10.142056890|     ~|17.5  |16.77 |16.32 |     ~|B                   |   6|   0
1309|SBSS 1428+567                      |HS*|14 29 56.6308826414 +56 31 43.974844710|     ~|16.0  |     ~|     ~|     ~|sdB                 |  10|   0
1310|PG 1409+605                        |HS*|14 11 01.8268466326 +60 14 11.627034035|     ~|14.64 |14.46 |14.55 |     ~|sdBO                |  10|   0
1311|Feige 91                           |HS*|14 08 32.2305011106 +59 40 25.468837867|     ~|13.10 |13.50 |     ~|     ~|sdB                 |  28|   0
1312|PG 1411+590                        |HS*|14 13 12.4375082703 +58 46 11.244319390|     ~|15.68 |     ~|16.21 |     ~|sdB                 |  10|   0
1313|Feige 87                           |HS*|13 40 14.6905958545 +60 52 47.559089578|     ~|11.56 |11.71 |     ~|     ~|sdB+G4V             |  35|   0
1314|PG 1340+607                        |HS*|13 41 59.7713071471 +60 29 40.598820393|     ~|12.92 |12.93 |13.39 |     ~|sdB                 |   9|   0
1315|FBS 1303+628                       |*  |13 05 21.0012341464 +62 30 49.472146505|     ~|     ~|16.1  |     ~|     ~|BN3                 |   4|   0
1316|FBS 1236+626                       |*  |12 38 56.0050396882 +62 20 42.421111604|     ~|     ~|17.0  |     ~|     ~|BN1                 |   4|   0
1317|[LPI99] 123658.1+621846            |HS*|12 39 10.9404298259 +62 02 16.833634557|     ~|16.48 |16.74 |     ~|     ~|sdB                 |   7|   0
1318|FBS 1136+621                       |HS*|11 39 35.4469771834 +61 49 53.935043218|     ~|16.5  |16.1  |17.3  |     ~|sdB                 |  10|   0
1319|FBS 1123+639                       |*  |11 26 29.6097368603 +63 38 35.037722174|     ~|     ~|16.9  |     ~|     ~|BN2e:               |   4|   0
1320|FBS 1125+634                       |PM*|11 28 38.1235014368 +63 04 43.838675051|     ~|     ~|16.0  |     ~|     ~|BN2e:               |   4|   0
1321|FBS 1112+619                       |*  |11 15 20.0375926739 +61 38 20.102398049|     ~|     ~|16.4  |     ~|     ~|BN2                 |   3|   0
1322|FBS 1009+621                       |*  |10 13 24.2849547575 +61 50 26.027030545|     ~|     ~|16.1  |     ~|     ~|BN3e:               |   3|   0
1323|SBSS 0927+575                      |HB*|09 30 48.4606104571 +57 21 24.797598563|     ~|17.2  |     ~|16.8  |     ~|BN                  |   3|   0
1324|SBSS 0905+549                      |HS*|09 09 30.1596976598 +54 45 55.645085963|     ~|16.45 |16.47 |     ~|     ~|sdB                 |   5|   0
1325|SBSS 0816+505                      |HB*|08 20 37.1841463005 +50 24 00.464163247|     ~|17.6  |     ~|17.5  |     ~|BN                  |   2|   0
1326|CBS 307                            |HS*|15 14 09.4635934311 +50 11 03.134703572|     ~|16    |     ~|     ~|     ~|sdBO                |   8|   0
1327|PG 1451+528                        |HS*|14 52 42.1220202928 +52 37 02.917411517|     ~|16.23 |     ~|     ~|     ~|sdB                 |  10|   0
1328|CBS 277                            |HB*|14 35 54.1846694088 +54 44 48.260632990|     ~|16.04 |16.09 |16.07 |     ~|BN                  |   8|   0
1329|CBS 274                            |HS*|14 33 14.7517013638 +53 09 35.748132827|     ~|17    |     ~|     ~|     ~|sdB                 |  11|   0
1330|SBSS 1400+573                      |HS*|14 02 38.5746134901 +57 07 47.347163590|     ~|18.7  |     ~|19.8  |     ~|sdB                 |   6|   0
1331|SBSS 1340+575                      |HS*|13 42 27.8384403130 +57 20 16.625931472|     ~|16.82 |16.27 |15.5  |     ~|sdB                 |   5|   0
1332|SBSS 1314+589                      |HB*|13 16 48.4281258367 +58 40 02.424800687|     ~|15.5  |     ~|     ~|     ~|B                   |   5|   0
1333|SBSS 1242+601                      |HS*|12 44 50.0331100328 +59 51 55.640657658|     ~|18.5  |     ~|     ~|     ~|sdB                 |   6|   0
1334|PG 1223+617                        |HS*|12 25 55.3092045454 +61 24 29.281681382|     ~|16.4  |17.0  |17.0  |     ~|sdBO                |   8|   0
1335|FBS 1214+613                       |*  |12 17 05.8131831744 +61 01 07.009655174|     ~|     ~|16.2  |     ~|     ~|BN2                 |   3|   0
1336|Feige 48                           |HS*|11 47 14.4977747924 +61 15 31.790488292|     ~|13.12 |13.28 |     ~|     ~|sdB                 | 111|   0
1337|FBS 1154+617                       |HS*|11 57 16.3816653551 +61 24 10.726925377|     ~|17.1  |17.0  |17.6  |     ~|sdB                 |  11|   0
1338|PG 1100+591                        |HS*|11 03 43.2014316036 +58 50 32.850928270|     ~|13.22 |13.32 |     ~|     ~|sdB                 |  13|   0
1339|LB 254                             |HS*|11 09 31.9887322511 +60 35 02.873747345|     ~|15.32 |     ~|     ~|     ~|sdB                 |  11|   1
1340|SBSS 1053+597                      |HS*|10 57 00.6047610183 +59 30 15.297743873|     ~|18.0  |     ~|     ~|     ~|sdB                 |   7|   0
1341|SBSS 1009+585                      |HS*|10 13 21.8169564929 +58 19 41.507091283|     ~|16.32 |15.88 |15.97 |     ~|sdB                 |   4|   0
1342|SBSS 0950+579                      |HS*|09 53 37.3153603755 +57 41 57.189253305|     ~|16.5  |     ~|     ~|     ~|sdB                 |   7|   0
1343|SBSS 0913+545                      |HB*|09 17 06.6461103547 +54 18 17.294657883|     ~|13.16 |13.22 |13.45 |     ~|B                   |   6|   0
1344|SBSS 0917+543                      |HB*|09 21 07.6335043616 +54 09 52.971126752|     ~|17.1  |     ~|17.1  |     ~|B                   |   3|   0
1345|SBSS 0906+532                      |HS*|09 09 40.6840053033 +53 04 12.577582471|     ~|15.12 |15.03 |15.29 |     ~|sdB                 |   3|   0
1346|SBSS 0828+490                      |HS*|08 32 32.0050203739 +48 52 00.901812257|     ~|16.70 |16.56 |16.58 |     ~|sdB                 |   4|   0
1347|PG 0823+466                        |HS*|08 26 33.2431436521 +46 23 36.722829993|     ~|14.30 |14.50 |14.73 |     ~|sdB                 |  12|   1
1348|KUV 07571+4233                     |HS*|08 00 35.3256667575 +42 24 29.970964859|     ~|     ~|14.97 |     ~|     ~|sdB                 |   5|   0
1349|KUV 08075+4228                     |*  |08 10 57.7364415165 +42 19 32.018147260|     ~|15.96 |15.79 |     ~|     ~|B                   |   2|   0
1350|PG 1554+408                        |HS*|15 55 50.3924586827 +40 38 53.901324316|     ~|15.93 |     ~|     ~|     ~|sdBN0.2VIIHe39      |  14|   1
1351|PG 1530+431                        |HS*|15 32 03.2087304852 +42 57 45.134589873|     ~|15.32 |15.240|     ~|     ~|sdB+?               |  12|   1
1352|PG 1526+440                        |HS*|15 28 02.5334611866 +43 50 16.566987183|     ~|15.39 |15.64 |     ~|     ~|sdBC0.2VIIHe26      |  13|   0
1353|PG 1531+448                        |HS*|15 33 16.1336719359 +44 35 13.893464496|     ~|15.20 |15.26 |15.79 |     ~|sdB                 |  10|   1
1354|PG 1448+485                        |HS*|14 50 29.3846607764 +48 18 00.080419488|     ~|15.84 |     ~|     ~|     ~|sdB                 |   7|   0
1355|SBSS 1453+491                      |HB*|14 55 02.8680962572 +48 55 25.411577446|     ~|17.9  |     ~|17.2  |     ~|B                   |   3|   0
1356|SBSS 1451+494                      |HB?|14 53 38.3147530808 +49 13 50.301418305|     ~|18.4  |     ~|17.4  |     ~|BN:                 |   3|   0
1357|SBSS 1441+514                      |HB*|14 42 53.2545511246 +51 17 14.978509684|     ~|17    |     ~|     ~|     ~|BN                  |   7|   0
1358|SBSS 1430+499                      |HB?|14 32 30.9055051998 +49 44 10.493250450|     ~|17.2  |     ~|16.8  |     ~|BN:                 |   3|   0
1359|SBSS 1432+507                      |HB*|14 34 29.8705664600 +50 29 21.309877910|     ~|16.5  |     ~|     ~|     ~|BN                  |   3|   0
1360|CBS 261                            |HS*|14 15 49.3179559504 +53 36 38.843338503|     ~|16.1  |     ~|16.3  |     ~|sdB                 |   8|   0
1361|SBSS 1400+530                      |HB*|14 01 57.4705074166 +52 48 10.303136016|     ~|16.6  |     ~|16.6  |     ~|B                   |   3|   0
1362|SBSS 1355+533                      |HS*|13 57 46.6042656459 +53 07 58.706190634|     ~|18.0  |     ~|     ~|     ~|sdB                 |   7|   0
1363|SBSS 1400+526                      |HB*|14 02 30.2643022931 +52 22 17.078236425|     ~|15.5  |     ~|     ~|     ~|B                   |   3|   0
1364|SBSS 1343+547                      |HB*|13 45 15.4708621825 +54 27 41.813533684|     ~|16.0  |     ~|     ~|     ~|BN                  |   7|   0
1365|PG 1327+546                        |HS*|13 29 17.4865485942 +54 20 27.527779401|     ~|15.17 |14.676|     ~|     ~|sdB+?               |   7|   0
1366|SBSS 1333+561                      |HS*|13 35 46.1066016350 +55 54 29.755887687|     ~|18.5  |     ~|     ~|     ~|sdB                 |   7|   0
1367|SBSS 1318+556                      |HS*|13 20 15.8798384819 +55 23 53.188705479|     ~|16.65 |16.23 |16.55 |     ~|sdB                 |  11|   0
1368|SBSS 1306+563                      |HS*|13 08 30.3234463454 +56 05 36.223046901|     ~|17.3  |     ~|17.2  |     ~|sdB                 |   4|   0
1369|SBSS 1245+567                      |HS*|12 47 28.1760091017 +56 29 58.162116758|     ~|16.5  |     ~|     ~|     ~|sdB                 |   9|   0
1370|SBSS 1247+581                      |HS*|12 50 06.6362399163 +57 51 22.449512476|     ~|18.0  |     ~|     ~|     ~|sdB                 |   7|   0
1371|SBSS 1226+570                      |HS*|12 28 43.8275427595 +56 45 00.937689699|     ~|17.9  |     ~|17.8  |     ~|sdB                 |   5|   0
1372|PG 1203+574                        |HS*|12 06 24.4164585722 +57 09 36.148078916|     ~|14.55 |14.87 |15.35 |     ~|sdB                 |  11|   0
1373|SBSS 1142+570                      |HB*|11 45 34.3903173911 +56 43 45.733818849|     ~|14.89 |15.03 |15.26 |     ~|B                   |   3|   0
1374|SBSS 1151+587                      |HS*|11 54 35.8217626740 +58 29 56.482362140|     ~|17.6  |17.803|18.3  |     ~|sdBHe               |  10|   0
1375|LB 239                             |HS*|11 33 40.6023023836 +56 06 24.853251118|     ~|15.05 |15.275|     ~|     ~|sdB                 |  12|   0
1376|SBSS 1021+562                      |RR*|10 24 52.7862640437 +55 58 34.009839485|     ~|17.5  |17.38 |16.9  |     ~|BN                  |   5|   0
