C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:34:38

sptypes = 'F'
-------------

Number of objects : 3144

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
194 |HD 14080                           |*  |02 23 15.4736009849 +79 17 30.108000237|     ~| 9.41 | 9.03 |     ~|     ~|F              |   1|   0
195 |TYC 4325-856-1                     |*  |03 10 29.7141047251 +74 08 48.650515515|     ~|11.43 |10.68 |     ~|     ~|F              |   0|   0
196 |TYC 4076-392-1                     |*  |04 07 30.6480552173 +67 16 34.619690873|     ~|11.12 |10.65 |     ~|     ~|F              |   1|   0
197 |BD+61 1799                         |*  |18 59 29.7515757929 +61 40 41.018376658|     ~|10.56 | 9.01 |     ~|     ~|F              |   0|   0
198 |HD 191995                          |*  |20 04 55.4380295582 +76 22 48.707388914|     ~|10.71 |10.21 |     ~|     ~|F              |   1|   0
199 |BD+82 726                          |*  |23 35 55.3138335865 +83 17 51.107650243|     ~|10.60 |10.25 |     ~|     ~|F              |   0|   0
200 |BD+81 31                           |*  |01 06 13.8696633820 +82 24 59.359777392|     ~|10.92 |10.31 |     ~|     ~|F              |   0|   0
201 |HD 19388                           |*  |03 16 17.9024042647 +80 05 38.491542485|     ~| 9.32 | 9.02 |     ~|     ~|F              |   1|   0
202 |HD 22762                           |*  |03 46 35.4074778473 +75 02 59.200682790|     ~|10.11 | 9.75 |     ~|     ~|F              |   2|   0
203 |BD+67 355                          |*  |04 54 02.4567145346 +67 21 26.832058679|     ~|10.33 | 9.99 |     ~|     ~|F              |   1|   0
204 |TYC 4342-364-1                     |PM*|05 03 09.9776214719 +67 45 18.087740363|     ~|11.85 |11.43 |     ~|     ~|F              |   1|   0
205 |BD+52 2197                         |*  |18 22 04.9690756966 +52 21 59.999712297|     ~|10.68 |10.26 |     ~|     ~|F              |   0|   0
206 |HD 218980                          |*  |23 05 58.8388802335 +85 43 50.051915102|     ~| 9.05 | 8.57 |     ~|     ~|F              |   2|   0
207 |V* V792 Cep                        |dS*|01 08 00.9709201305 +84 47 24.724138077|     ~|13.5  |     ~|     ~|     ~|F              |   4|   0
208 |HD 31418                           |*  |05 02 35.4545185759 +72 27 08.997153519|     ~| 9.01 | 8.75 |     ~|     ~|F              |   2|   0
209 |HD 33839                           |*  |05 19 37.6042401724 +71 28 00.637902259|     ~| 9.53 | 9.25 |     ~|     ~|F              |   2|   0
210 |HD 36466                           |*  |05 34 32.9114048796 +49 46 01.740806734|     ~| 9.89 | 9.64 |     ~|     ~|F              |   1|   0
211 |HD 37156                           |*  |05 39 11.7609003255 +50 04 18.749862965|     ~| 9.99 | 9.51 |     ~|     ~|F              |   2|   0
212 |2E 0538.8+5014                     |*  |05 42 43.0 +50 15 30                   |     ~|11.1  |     ~|     ~|     ~|F              |   1|   0
213 |HD 166638                          |*  |18 07 30.6046845712 +61 13 13.963838284|     ~| 9.22 | 8.99 |     ~|     ~|F              |   1|   0
214 |TYC 4652-422-1                     |*  |18 25 02.0575792581 +85 44 48.540923711|     ~|11.90 |11.60 |     ~|     ~|F              |   0|   0
215 |HD 209269                          |*  |21 06 53.6769439058 +88 49 44.766057221|     ~| 9.64 | 9.21 |     ~|     ~|F              |   2|   0
216 |HD 32591                           |*  |05 19 32.8149541181 +81 56 22.713503547|     ~| 9.19 | 8.83 |     ~|     ~|F              |   1|   0
217 |GAL 132.80+23.36                   |*  |05 28 30.3 +80 18 37                   |     ~|     ~|     ~|     ~|     ~|FIV            |   1|   0
218 |BD+72 270                          |*  |05 28 10.1829309584 +72 40 25.321073985|     ~|10.86 | 9.57 |     ~|     ~|F              |   1|   0
219 |TYC 4343-973-1                     |*  |05 33 08.2001317035 +68 35 56.828399632|     ~|11.90 |11.29 |     ~|     ~|F              |   1|   0
220 |HD 37382                           |*  |05 42 02.0622997425 +60 02 49.064621542|     ~| 9.32 | 8.93 |     ~|     ~|F              |   1|   0
221 |BD+54 943                          |*  |05 47 42.2588376311 +54 37 13.247967451|     ~|11.30 |10.91 |     ~|     ~|F              |   0|   0
222 |HD 39449                           |*  |05 55 22.5925525417 +50 02 37.696540387|     ~| 9.97 | 9.54 |     ~|     ~|F              |   1|   0
223 |TYC 3515-904-1                     |*  |17 53 01.2298115726 +48 29 30.634262784|     ~|10.99 |10.64 |     ~|     ~|F              |   1|   0
224 |HD 111162                          |*  |12 28 28.0248816366 +88 40 32.351796899|     ~| 9.84 | 9.36 |     ~|     ~|F              |   5|   0
225 |HD 42104                           |*  |06 15 29.1447582624 +71 22 28.629682470|     ~| 9.26 | 8.97 |     ~|     ~|F              |   1|   0
226 |HD 42251                           |*  |06 12 21.8053861784 +49 56 49.912127926|     ~| 9.09 | 8.79 |     ~|     ~|F              |   8|   0
227 |V* V551 Aur                        |Al*|06 02 38.044248 +49 53 02.48028        |     ~|15.11 |14.27 |14.30 |     ~|F              |  15|   0
228 |HD 151341                          |PM*|16 36 46.7064773393 +77 57 32.632272249|     ~| 9.07 | 8.68 | 8.4  |     ~|F              |   4|   0
229 |HD 156375                          |*  |17 07 55.7488373270 +76 45 10.359166177|     ~| 9.02 | 8.75 |     ~|     ~|F              |   6|   0
230 |HD 144511                          |PM*|15 54 26.7655089962 +80 38 21.782555525|     ~| 8.95 | 8.65 |     ~|     ~|F              |   2|   0
231 |BD+83 247                          |*  |09 26 43.0134566941 +82 58 32.951567181|     ~|11.28 |11.10 |     ~|     ~|F              |   0|   0
232 |HD 60576                           |*  |07 51 15.4865573292 +82 43 03.500463957|     ~| 9.33 | 9.05 |     ~|     ~|F              |   2|   0
233 |HD 48448                           |*  |06 49 52.5630447949 +71 00 06.945698416|     ~| 9.72 | 9.48 |     ~|     ~|F              |   1|   0
234 |TYC 4362-1418-1                    |*  |06 41 02.6339861715 +69 43 41.395696799|     ~|12.09 |11.74 |     ~|     ~|F              |   0|   0
235 |TYC 4359-270-1                     |*  |06 54 01.4658254311 +68 45 56.498199107|     ~|11.77 |11.54 |     ~|     ~|F              |   0|   0
236 |HD 45510                           |*  |06 32 30.2939918112 +64 01 37.157670032|     ~|10.01 | 9.63 |     ~|     ~|F              |   4|   0
237 |HD 44062                           |*  |06 22 13.5842206920 +48 51 14.811583805|     ~| 9.75 | 9.52 |     ~|     ~|F              |   1|   0
238 |HD 44090                           |*  |06 22 30.2763303594 +48 31 40.432550693|     ~| 9.66 | 9.44 |     ~|     ~|F              |   1|   0
239 |BD+63 1324                         |*  |17 04 34.9427119988 +63 11 23.618084163|     ~|11.29 |10.80 |     ~|     ~|F              |   0|   0
240 |BD+81 508                          |*  |15 17 44.2458081659 +80 56 55.357191578|     ~|10.23 | 9.89 |     ~|     ~|F              |   1|   0
241 |HD 134880                          |*  |15 03 44.4083178105 +79 11 16.434000754|     ~| 9.28 | 8.96 |     ~|     ~|F              |   5|   0
242 |BD+81 455                          |*  |13 55 41.5499994095 +80 23 39.624951900|     ~|11.27 |10.64 |     ~|     ~|F              |   0|   0
243 |TYC 4543-717-1                     |*  |08 37 01.2651408924 +78 56 29.823935846|     ~|10.71 |10.19 |     ~|     ~|F              |   0|   0
244 |HD 67445                           |*  |08 16 09.8543004559 +76 48 26.718714724|     ~|10.14 | 9.77 |     ~|     ~|F              |   1|   0
245 |HD 48823                           |*  |06 50 06.5555053891 +65 25 43.803398807|     ~| 9.70 | 9.47 |     ~|     ~|F              |   1|   0
246 |HD 53843                           |** |07 11 09.6557 +64 11 15.632            |     ~|10.33 |10.00 |     ~|     ~|F              |   4|   0
247 |HD 50382                           |*  |06 57 19.6160652978 +63 10 41.446436278|     ~| 9.44 | 9.19 |     ~|     ~|F              |   1|   0
248 |HD 51998                           |*  |07 03 56.7206029483 +63 47 17.097825197|     ~| 9.84 | 9.53 |     ~|     ~|F              |   1|   0
249 |BD+81 418                          |*  |13 15 01.0255207799 +80 39 12.304017423|     ~|11.52 |11.14 |     ~|     ~|F              |   0|   0
250 |HD 84205                           |*  |09 49 05.6142616801 +77 49 40.403567824|     ~| 9.80 | 9.55 |     ~|     ~|F              |   1|   0
251 |HD 52995                           |*  |07 06 41.9913937897 +55 44 09.136702907|     ~| 9.92 | 9.69 |     ~|     ~|F              |   1|   0
252 |HD 47334                           |*  |06 40 21.5076906879 +44 39 41.428978361|     ~|10.69 |10.38 |     ~|     ~|F              |   1|   0
253 |HD 151523                          |*  |16 44 57.0370477118 +54 12 09.901611009|     ~| 9.45 | 9.18 |     ~|     ~|F              |   1|   0
254 |HD 152206                          |*  |16 49 03.1294855989 +54 01 46.906279786|     ~| 8.87 | 8.55 |     ~|     ~|F              |   1|   0
255 |HD 152578                          |*  |16 51 18.48292 +53 47 05.0246          | 9.560| 9.400| 9.170|     ~|     ~|F              |   7|   1
256 |TYC 4374-1188-1                    |*  |08 09 54.1939566444 +68 41 40.663823488|     ~|11.29 |10.92 |     ~|     ~|F              |   0|   0
257 |HD 61438                           |*  |07 43 45.2882811508 +65 25 31.699829097|     ~| 9.48 | 9.13 |     ~|     ~|F              |   1|   0
258 |HD 63137                           |*  |07 51 21.4211371789 +62 49 45.328271183|     ~| 9.49 | 9.02 |     ~|     ~|F              |   5|   0
259 |HD 59146                           |*  |07 32 26.6739207580 +61 16 21.329876532|     ~|10.13 | 9.90 |     ~|     ~|F              |   1|   0
260 |HD 61804                           |** |07 44 51.2045483714 +61 11 57.679715126|     ~|10.00 | 9.74 |     ~|     ~|F              |   3|   0
261 |CCDM J07201+5836AB                 |** |07 20 04.3395 +58 35 45.834            |     ~| 9.82 | 9.43 |     ~|     ~|F              |   4|   0
262 |HD 55701                           |*  |07 17 19.4330942156 +57 16 42.323013657|     ~| 9.89 | 9.56 |     ~|     ~|F              |   1|   0
263 |HD 50762                           |*  |06 57 10.6048375373 +49 55 35.950290482|     ~| 9.75 | 9.46 |     ~|     ~|F              |   8|   0
264 |BD+50 1389A                        |*  |07 04 13.6877423466 +49 57 01.164364213|     ~|10.67 | 9.69 |     ~|     ~|F              |   0|   0
265 |HS 1657+4419                       |*  |16 58 59.6 +44 14 59                   |     ~|20.00 |     ~|     ~|     ~|F              |   1|   0
266 |SBSS 1610+586B                     |*  |16 11 50.3348716077 +58 32 28.705364852|     ~|17.3  |     ~|16.37 |     ~|F              |   3|   0
267 |SBSS 1600+587                      |*  |16 01 22.2609828236 +58 34 40.024762849|     ~|14.39 |13.82 |13.97 |     ~|F              |   2|   0
268 |HD 87992                           |*  |10 11 48.5659886031 +71 13 00.153495858|     ~| 9.56 | 9.31 |     ~|     ~|F              |   2|   0
269 |HD 76049                           |*  |08 57 47.4007212243 +67 17 46.045760424|     ~| 9.48 | 9.12 |     ~|     ~|F              |   6|   0
270 |HD 66609                           |*  |08 08 34.0811811975 +64 20 01.720637926|     ~| 9.68 | 9.30 |     ~|     ~|F              |   4|   0
271 |HD 64371                           |*  |07 57 21.8063108931 +61 59 31.989876680|     ~| 9.58 | 9.22 |     ~|     ~|F              |   2|   0
272 |HD 65821                           |*  |08 04 14.1723488033 +61 50 00.240226806|     ~| 9.52 | 9.16 |     ~|     ~|F              |   1|   0
273 |HD 66570                           |*  |08 07 38.8248394132 +60 41 22.004154291|     ~| 9.46 | 9.12 |     ~|     ~|F              |   6|   0
274 |HD 61546                           |*  |07 43 09.4235527491 +57 52 43.084769999|     ~|10.14 | 9.80 |     ~|     ~|F              |   1|   0
275 |BD+51 1318                         |*  |07 27 14.0011845512 +51 04 46.285796172|     ~|11.05 |10.60 |     ~|     ~|F              |   3|   0
276 |SBSS 1552+601                      |*  |15 52 55.9811348829 +60 01 57.962291205|     ~|18.5  |     ~|     ~|     ~|F              |   2|   0
277 |BD+66 893                          |*  |15 11 15.4208963700 +65 29 31.695174440|     ~|10.65 |10.35 |     ~|     ~|F              |   0|   0
278 |HD 123531                          |*  |14 05 32.2191 +67 33 44.242            |     ~| 9.83 | 9.32 |     ~|     ~|F              |   4|   0
279 |HD 77427                           |*  |09 05 50.3258613020 +64 24 50.527906720|     ~| 9.98 | 9.78 |     ~|     ~|F              |   1|   0
280 |BD+62 1008                         |*  |08 40 31.7112508089 +62 00 05.466717455|     ~|10.82 |10.27 |     ~|     ~|F              |   0|   0
281 |HD 70822                           |*  |08 27 37.6668836823 +62 35 13.638921877|     ~| 9.60 | 9.15 |     ~|     ~|F              |   3|   0
282 |HD 70823                           |*  |08 27 40.0149742310 +62 34 58.362651819|     ~|10.03 | 9.70 |     ~|     ~|F              |   2|   0
283 |HD 70419                           |*  |08 25 02.4557750308 +59 35 09.376497970|     ~| 9.74 | 9.43 |     ~|     ~|F              |   1|   0
284 |HS 0727+4817                       |*  |07 31 14.4 +48 11 28                   |     ~|18.0  |     ~|     ~|     ~|F              |   1|   0
285 |HS 0714+4753                       |*  |07 18 42.7769138675 +47 47 50.855768709|     ~|17.3  |     ~|     ~|     ~|F              |   1|   0
286 |HS 1617+4812                       |*  |16 19 03.3131583939 +48 04 51.689958100|     ~|     ~|     ~|     ~|     ~|F              |   1|   0
287 |SBSS 1513+600                      |*  |15 14 07.6433526514 +59 49 59.218936522|     ~|17.8  |     ~|16.8  |     ~|F              |   2|   0
288 |HD 112586                          |*  |12 56 29.4518228854 +67 35 49.706214076|     ~| 9.56 | 9.18 |     ~|     ~|F              |   1|   0
289 |HD 110083                          |*  |12 38 43.7471939317 +67 31 39.098049500|     ~| 9.20 | 8.80 |     ~|     ~|F              |   2|   0
290 |BD+64 737                          |*  |09 29 58.7278636536 +64 13 00.076257699|     ~|10.61 |10.13 |     ~|     ~|F              |   1|   0
291 |BD+64 739                          |PM*|09 31 21.5254230823 +63 47 38.619406702|     ~|11.21 |10.55 |     ~|     ~|F              |   0|   0
292 |TYC 4128-1421-1                    |*  |08 52 26.3172389192 +60 33 39.814738589|     ~|11.94 |11.59 |     ~|     ~|F              |   0|   0
293 |HD 67389                           |*  |08 10 18.6952139115 +53 46 22.990303903|     ~| 9.40 | 9.04 |     ~|     ~|F              |   1|   0
294 |HD 67540                           |*  |08 11 09.3149388423 +53 45 33.994825920|     ~| 9.63 | 9.28 |     ~|     ~|F              |   1|   0
295 |SBSS 0801+537                      |*  |08 05 21.3957628253 +53 35 00.336091100|     ~|18.2  |     ~|17.9  |     ~|F              |   3|   0
296 |HS 1613+4408                       |*  |16 14 54.3 +44 00 40                   |     ~|17.8  |     ~|     ~|     ~|F              |   1|   0
297 |HS 1612+4538                       |*  |16 13 47.0 +45 31 12                   |     ~|     ~|     ~|     ~|     ~|F              |   1|   0
298 |HS 1609+4518                       |*  |16 11 20.9 +45 11 08                   |     ~|19.0  |     ~|     ~|     ~|F              |   1|   0
299 |HS 1615+4512                       |*  |16 17 18.9701797141 +45 04 52.631526139|     ~|17.6  |     ~|     ~|     ~|F              |   1|   0
300 |AG+55 988                          |*  |15 26 35.9332433866 +54 54 05.136420419|     ~|10.00 | 9.60 |     ~|     ~|F              |   9|   0
301 |SBSS 1430+592                      |*  |14 32 24.0014668635 +59 01 02.413047110|     ~|18.0  |     ~|16.7  |     ~|F              |   3|   0
302 |SBSS 1438+602A                     |*  |14 39 35.8937574412 +60 04 05.590324098|     ~|17.16 |16.66 |     ~|     ~|F              |   4|   0
303 |HD 111793                          |*  |12 50 47.0748531739 +64 13 42.347865253|     ~| 9.49 | 9.28 |     ~|     ~|F              |   1|   0
304 |HD 94161                           |*  |10 53 35.3420429442 +65 26 05.142485345|     ~| 9.21 | 8.86 |     ~|     ~|F              |   6|   0
305 |BD+54 1237                         |*  |08 31 40.8687670970 +53 36 36.082367245|     ~| 9.84 | 9.40 |     ~|     ~|F              |   1|   0
306 |SBSS 1426+574                      |*  |14 28 24.6601671968 +57 10 56.929406232|     ~|16.33 |15.74 |15.99 |     ~|F              |   8|   0
307 |SBSS 1422+589A                     |*  |14 23 35.6560601480 +58 44 39.131604016|     ~|18.2  |     ~|17.0  |     ~|F              |   3|   0
308 |HD 105301                          |*  |12 07 28.9669805282 +62 41 45.140354584|     ~|10.15 | 9.73 |     ~|     ~|F              |   6|   0
